Clean Tweet,VADER,NB,SVM,NB+SMOTE,SVM+SMOTE
what does it mean to describe a man who is carrying out the logic of western imperialism and thewar on terror as the subject of radicalization islamophobia is not a fringe belief but a core bipartisan tenet of imperialism ,Negative,Positive,Negative,Positive,Negative
what does the muslim travel ban have to do with islamophobia he specifically said until we can figure out whats going on meaning he wants to know their intentions ,Negative,Negative,Negative,Negative,Negative
what happened at christchurch is absolutely sickening islamophobia has no place in the kingdom and my heart breaks for them all ,Negative,Negative,Negative,Negative,Negative
what happened in christchurch was nothing less than a terrorist attack we stand against islamophobia racism and white supremacy theyareus newzealandshooting ,Negative,Negative,Negative,Negative,Negative
what happened in nee zealand is sickening for this white supremacy n islamophobia bullshit has to stop its idk what to say but this jus cant keep happening its disgusting ,Negative,Negative,Negative,Negative,Negative
what happened in new zealand is absolute sickening this islamophobia has to stop but it wont because of media the establishments with power smh ,Negative,Negative,Positive,Negative,Positive
what happened in new zealand was an act of terrorism it was a hate crime racism islamophobiaantiimmigration irrational fear hate its something the us and many other countries have normalized and been enabled by media we can do better as human beings ,Negative,Negative,Negative,Negative,Negative
what happened to the civilized world may allah grand all martyrs jannatul firdaus ,Positive,Negative,Negative,Positive,Positive
what happened today in newzealand was openly antimuslim attack there is no mention on islam muslims or islamophobia how can you condemn something and protect without mentioning the victims islamophobia ,Negative,Positive,Negative,Positive,Negative
what happened when an innocent christian preacher was accused of islamophobia the spectator ,Positive,Negative,Negative,Positive,Positive
what happened when an innocent christian preacher was accused of islamophobia the spectator this is an example of the free and open society in which we now live this man was arrested for reading his bible in public driven miles away released ,Positive,Negative,Negative,Positive,Positive
what happened when an innocent christian preacher was accused of islamophobia this is a fascinating story about a modern uk ,Positive,Negative,Negative,Positive,Positive
what happened with the newzealandterroristattack is part of a greater problem in western society learn more here newzealandshooting islamophobia islam christchurch christchurchattack humanrights breaking ,Negative,Negative,Negative,Negative,Negative
what i find even more dangerous personally is internet personalities with millions of followers on youtube that consistently preach racism misinformation and islamophobia those are a very huge problem we as a society face these people have their voices heard everywhere ,Negative,Negative,Negative,Negative,Negative
what i mean is they immigration islamophobia his manifesto describes unity over diversity i have many friends and family who have migrated there just all round really depressing ,Positive,Negative,Positive,Positive,Positive
